,SUSPECT_REPORTED_AGE,SUSPECT_HEIGHT,HOUR_OF_DAY,BOROUGH_FORCE_RATE,NEIGHBORHOOD_FORCE_RATE,SUSPECT_RACE_DESCRIPTION_ASIAN / PACIFIC ISLANDER,SUSPECT_RACE_DESCRIPTION_BLACK,SUSPECT_RACE_DESCRIPTION_BLACK HISPANIC,SUSPECT_RACE_DESCRIPTION_MIDDLE EASTERN/SOUTHWEST ASIAN,SUSPECT_RACE_DESCRIPTION_WHITE,SUSPECT_RACE_DESCRIPTION_WHITE HISPANIC,SUSPECT_SEX_MALE,STOP_WAS_INITIATED_Based on Radio Run,STOP_WAS_INITIATED_Based on Self Initiated,OFFICER_EXPERIENCE_senior,AGE_GROUP_teen,AGE_GROUP_young_adult,AGE_GROUP_adult,AGE_GROUP_senior,OFFICER_IN_UNIFORM_FLAG,IS_NIGHT,IS_WEEKEND,IS_CHILD,SUSPECTED_CRIME_DESCRIPTION_ENCODED,STOP_LOCATION_BORO_NAME_ENCODED,NEIGHBORHOOD_ENCODED,Cluster
0,40,188,1,0.1811695835111897,0.1925287356321839,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,0,False,0,0.1898635477582846,0.1811695835111897,0.1925287356321839,1
1,19,180,10,0.2904309545875811,0.26704545454545453,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.33125,0.2904309545875811,0.26704545454545453,0
2,28,183,20,0.24034607799478339,0.25770308123249297,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,0,False,0,0.3405735976381274,0.24034607799478339,0.25770308123249297,1
3,19,188,19,0.3320644691018061,0.2736318407960199,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.375,0.3320644691018061,0.2736318407960199,0
4,32,155,21,0.1811695835111897,0.1925287356321839,False,False,False,False,False,True,True,True,False,True,False,False,True,False,True,0,False,0,0.3405735976381274,0.1811695835111897,0.1925287356321839,1
5,32,180,16,0.24034607799478339,0.2987551867219917,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,0,False,0,0.33037744429286037,0.24034607799478339,0.2987551867219917,2
6,45,155,20,0.1811695835111897,0.1925287356321839,False,False,False,False,False,True,True,True,False,True,False,False,True,False,True,0,True,0,0.1898635477582846,0.1811695835111897,0.1925287356321839,1
7,27,175,19,0.1811695835111897,0.2288135593220339,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,0,True,0,0.1898635477582846,0.1811695835111897,0.2288135593220339,3
8,57,160,22,0.24034607799478339,0.2987551867219917,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,0,True,0,0.26083163710380924,0.24034607799478339,0.2987551867219917,2
9,45,180,19,0.2904309545875811,0.30158730158730157,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,True,0,0.1898635477582846,0.2904309545875811,0.30158730158730157,2
10,17,155,22,0.2904309545875811,0.2597402597402597,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,0,False,1,0.1898635477582846,0.2904309545875811,0.2597402597402597,0
11,42,183,16,0.3320644691018061,0.4590818363273453,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,0,False,0,0.27708095781071834,0.3320644691018061,0.4590818363273453,2
12,43,175,14,0.1811695835111897,0.20642201834862386,False,False,False,False,False,True,True,True,False,True,False,False,True,False,True,0,True,0,0.26083163710380924,0.1811695835111897,0.20642201834862386,1
13,65,196,4,0.3320644691018061,0.4012539184952978,False,True,False,False,False,False,True,True,False,True,False,False,False,True,True,0,False,0,0.31875,0.3320644691018061,0.4012539184952978,2
14,30,163,23,0.3320644691018061,0.296655879180151,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,0,True,0,0.26773566569484936,0.3320644691018061,0.296655879180151,0
15,20,155,9,0.1811695835111897,0.18,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.1811695835111897,0.18,1
16,20,183,9,0.1811695835111897,0.18,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.1811695835111897,0.18,1
17,50,180,15,0.2904309545875811,0.359375,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,False,0,0.1898635477582846,0.2904309545875811,0.359375,2
18,20,175,14,0.2904309545875811,0.4807692307692308,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.26083163710380924,0.2904309545875811,0.4807692307692308,0
19,45,183,22,0.25025641025641027,0.20634920634920634,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,True,0,0.27708095781071834,0.25025641025641027,0.20634920634920634,2
20,38,175,6,0.1811695835111897,0.1925287356321839,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,0,True,0,0.2920634920634921,0.1811695835111897,0.1925287356321839,1
21,30,170,3,0.3320644691018061,0.27768595041322314,False,False,False,False,False,True,True,True,False,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.3320644691018061,0.27768595041322314,0
22,33,193,1,0.1811695835111897,0.20566037735849058,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,False,0,0.1898635477582846,0.1811695835111897,0.20566037735849058,1
23,35,193,8,0.24034607799478339,0.2188679245283019,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,True,0,0.1898635477582846,0.24034607799478339,0.2188679245283019,1
24,23,155,0,0.3320644691018061,0.39669421487603307,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,0,True,0,0.375,0.3320644691018061,0.39669421487603307,0
25,21,183,0,0.3320644691018061,0.27768595041322314,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,0,True,0,0.26083163710380924,0.3320644691018061,0.27768595041322314,0
26,44,185,7,0.1811695835111897,0.14173228346456693,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,0,False,0,0.33125,0.1811695835111897,0.14173228346456693,1
27,25,173,18,0.1811695835111897,0.1746031746031746,False,False,False,False,False,True,True,True,False,True,False,True,False,False,True,0,True,0,0.1898635477582846,0.1811695835111897,0.1746031746031746,1
28,26,155,17,0.24034607799478339,0.2222222222222222,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.33125,0.24034607799478339,0.2222222222222222,1
29,28,160,0,0.24034607799478339,0.2517482517482518,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.24034607799478339,0.2517482517482518,3
30,22,183,1,0.24034607799478339,0.2517482517482518,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.24034607799478339,0.2517482517482518,3
31,29,170,11,0.24034607799478339,0.2987551867219917,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,0,False,0,0.33037744429286037,0.24034607799478339,0.2987551867219917,1
32,32,188,1,0.3320644691018061,0.35205183585313177,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,0,False,0,0.3405735976381274,0.3320644691018061,0.35205183585313177,2
33,21,155,18,0.3320644691018061,0.2905982905982906,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,0,False,0,0.33037744429286037,0.3320644691018061,0.2905982905982906,0
34,18,180,0,0.1811695835111897,0.16411682892906815,False,True,False,False,False,False,True,False,True,True,True,False,False,False,True,0,False,0,0.1898635477582846,0.1811695835111897,0.16411682892906815,3
35,20,180,1,0.1811695835111897,0.16411682892906815,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.1811695835111897,0.16411682892906815,3
36,40,175,17,0.24034607799478339,0.2895927601809955,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,0,False,0,0.1898635477582846,0.24034607799478339,0.2895927601809955,2
37,18,155,20,0.25025641025641027,0.25925925925925924,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,0,False,0,0.2688543465745538,0.25025641025641027,0.25925925925925924,1
38,20,190,20,0.25025641025641027,0.25925925925925924,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.2688543465745538,0.25025641025641027,0.25925925925925924,1
39,24,173,22,0.3320644691018061,0.43672456575682383,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.26083163710380924,0.3320644691018061,0.43672456575682383,0
40,31,173,21,0.3320644691018061,0.39669421487603307,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,0,False,0,0.32231404958677684,0.3320644691018061,0.39669421487603307,2
41,17,155,16,0.1811695835111897,0.1960093896713615,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,0,False,1,0.33125,0.1811695835111897,0.1960093896713615,3
42,31,168,5,0.1811695835111897,0.2441860465116279,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,0,False,0,0.33037744429286037,0.1811695835111897,0.2441860465116279,1
43,20,175,5,0.1811695835111897,0.1746031746031746,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.1811695835111897,0.1746031746031746,1
44,20,155,5,0.1811695835111897,0.1746031746031746,False,False,False,False,False,True,True,True,False,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.1811695835111897,0.1746031746031746,1
45,21,173,13,0.1811695835111897,0.16600790513833993,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.1811695835111897,0.16600790513833993,3
46,17,185,21,0.2904309545875811,0.37770897832817335,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,0,False,1,0.33125,0.2904309545875811,0.37770897832817335,0
47,14,168,21,0.2904309545875811,0.37770897832817335,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,0,False,1,0.33125,0.2904309545875811,0.37770897832817335,0
48,19,170,21,0.2904309545875811,0.37770897832817335,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.33125,0.2904309545875811,0.37770897832817335,0
49,12,165,21,0.2904309545875811,0.37770897832817335,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,0,False,1,0.33125,0.2904309545875811,0.37770897832817335,0
50,48,170,15,0.2904309545875811,0.359375,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,0,False,0,0.1898635477582846,0.2904309545875811,0.359375,2
51,39,165,13,0.3320644691018061,0.4250681198910082,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,0,False,0,0.26083163710380924,0.3320644691018061,0.4250681198910082,2
52,25,155,2,0.3320644691018061,0.20132013201320131,False,False,False,False,False,True,True,True,False,True,False,True,False,False,True,0,False,0,0.10714285714285714,0.3320644691018061,0.20132013201320131,0
53,12,163,3,0.1811695835111897,0.21515561569688768,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,0,False,1,0.33125,0.1811695835111897,0.21515561569688768,1
54,18,183,0,0.24034607799478339,0.2542372881355932,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,0,True,0,0.3405735976381274,0.24034607799478339,0.2542372881355932,1
55,17,122,0,0.24034607799478339,0.2542372881355932,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,0,True,1,0.3405735976381274,0.24034607799478339,0.2542372881355932,1
56,19,155,0,0.24034607799478339,0.2542372881355932,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,0,True,0,0.3405735976381274,0.24034607799478339,0.2542372881355932,1
57,35,165,16,0.3320644691018061,0.2905982905982906,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,0,False,0,0.27708095781071834,0.3320644691018061,0.2905982905982906,2
58,30,168,17,0.3320644691018061,0.43672456575682383,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,0,False,0,0.26773566569484936,0.3320644691018061,0.43672456575682383,0
59,26,165,21,0.24034607799478339,0.20833333333333334,False,False,False,False,False,True,True,True,False,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.24034607799478339,0.20833333333333334,1
60,18,165,21,0.24034607799478339,0.20833333333333334,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,0,False,0,0.1898635477582846,0.24034607799478339,0.20833333333333334,1
61,23,190,8,0.24034607799478339,0.16470588235294117,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.24034607799478339,0.16470588235294117,1
62,23,175,8,0.24034607799478339,0.16470588235294117,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.24034607799478339,0.16470588235294117,1
63,50,173,8,0.24034607799478339,0.21714285714285714,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,0,True,0,0.27708095781071834,0.24034607799478339,0.21714285714285714,2
64,30,168,15,0.2904309545875811,0.32608695652173914,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.2904309545875811,0.32608695652173914,0
65,44,180,14,0.2904309545875811,0.25757575757575757,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,False,0,0.27708095781071834,0.2904309545875811,0.25757575757575757,2
66,36,175,17,0.25025641025641027,0.24603174603174602,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,0,False,0,0.31875,0.25025641025641027,0.24603174603174602,2
67,44,183,18,0.24034607799478339,0.22861150070126227,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,0,False,0,0.33125,0.24034607799478339,0.22861150070126227,2
68,31,165,18,0.24034607799478339,0.22861150070126227,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,0,False,0,0.33125,0.24034607799478339,0.22861150070126227,2
69,18,173,1,0.24034607799478339,0.2199074074074074,False,True,False,False,False,False,True,False,True,True,True,False,False,False,True,0,False,0,0.1898635477582846,0.24034607799478339,0.2199074074074074,3
70,36,155,2,0.24034607799478339,0.22861150070126227,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,0,False,0,0.1898635477582846,0.24034607799478339,0.22861150070126227,3
71,55,155,11,0.2904309545875811,0.24489795918367346,False,True,False,False,False,False,True,False,True,True,False,False,False,True,True,0,False,0,0.33037744429286037,0.2904309545875811,0.24489795918367346,2
72,30,183,18,0.2904309545875811,0.2047244094488189,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,0,False,0,0.33037744429286037,0.2904309545875811,0.2047244094488189,1
73,20,173,16,0.2904309545875811,0.31683168316831684,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,0,False,0,0.1898635477582846,0.2904309545875811,0.31683168316831684,0
74,65,155,13,0.3320644691018061,0.3567567567567568,False,True,False,False,False,False,True,True,False,True,False,False,False,True,True,0,False,0,0.33037744429286037,0.3320644691018061,0.3567567567567568,2
75,23,165,10,0.3320644691018061,0.18703241895261846,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,0,False,0,0.33037744429286037,0.3320644691018061,0.18703241895261846,0
76,27,175,1,0.1811695835111897,0.10372881355932204,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.1811695835111897,0.10372881355932204,3
77,41,183,17,0.24034607799478339,0.22580645161290322,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,False,0,0.33037744429286037,0.24034607799478339,0.22580645161290322,2
78,65,155,17,0.24034607799478339,0.3338815789473684,False,True,False,False,False,False,True,True,False,True,False,False,False,True,True,0,False,0,0.33125,0.24034607799478339,0.3338815789473684,2
79,34,165,17,0.3320644691018061,0.34651162790697676,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,0,False,0,0.33037744429286037,0.3320644691018061,0.34651162790697676,2
80,33,165,17,0.3320644691018061,0.34651162790697676,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,0,False,0,0.33037744429286037,0.3320644691018061,0.34651162790697676,2
81,26,173,20,0.1811695835111897,0.1824623560673162,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.1811695835111897,0.1824623560673162,3
82,45,168,2,0.1811695835111897,0.17063492063492064,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,0,True,0,0.26083163710380924,0.1811695835111897,0.17063492063492064,1
83,47,173,17,0.3320644691018061,0.4250681198910082,False,False,False,False,False,True,True,True,False,True,False,False,True,False,True,0,False,0,0.33037744429286037,0.3320644691018061,0.4250681198910082,2
84,29,155,16,0.3320644691018061,0.27768595041322314,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,0,True,0,0.26083163710380924,0.3320644691018061,0.27768595041322314,0
85,23,155,2,0.1811695835111897,0.1824623560673162,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,True,0,0.1898635477582846,0.1811695835111897,0.1824623560673162,1
86,19,170,1,0.1811695835111897,0.18,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,0,True,0,0.1898635477582846,0.1811695835111897,0.18,3
87,42,183,2,0.1811695835111897,0.24358974358974358,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,False,0,0.26083163710380924,0.1811695835111897,0.24358974358974358,1
88,26,173,16,0.1811695835111897,0.16600790513833993,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,0,True,0,0.1898635477582846,0.1811695835111897,0.16600790513833993,3
89,23,165,17,0.24034607799478339,0.19491525423728814,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,0,True,0,0.3405735976381274,0.24034607799478339,0.19491525423728814,1
90,64,170,15,0.2904309545875811,0.2047244094488189,False,False,False,False,False,True,True,True,False,True,False,False,False,True,True,0,True,0,0.1898635477582846,0.2904309545875811,0.2047244094488189,2
91,54,160,15,0.2904309545875811,0.2047244094488189,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,0,True,0,0.1898635477582846,0.2904309545875811,0.2047244094488189,2
92,21,170,23,0.25025641025641027,0.27522935779816515,False,False,False,False,False,True,True,True,False,True,False,True,False,False,True,0,False,0,0.26773566569484936,0.25025641025641027,0.27522935779816515,1
93,37,163,2,0.25025641025641027,0.248,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,0,False,0,0.26083163710380924,0.25025641025641027,0.248,2
94,20,155,18,0.1811695835111897,0.1824623560673162,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.33125,0.1811695835111897,0.1824623560673162,1
95,45,190,11,0.3320644691018061,0.392,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,False,0,0.1898635477582846,0.3320644691018061,0.392,2
96,22,155,14,0.1811695835111897,0.21515561569688768,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.1811695835111897,0.21515561569688768,3
97,62,155,20,0.24034607799478339,0.24561403508771928,False,True,False,False,False,False,True,True,False,True,False,False,False,True,True,0,False,0,0.33037744429286037,0.24034607799478339,0.24561403508771928,2
98,40,188,22,0.24034607799478339,0.24561403508771928,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,True,0,0.1898635477582846,0.24034607799478339,0.24561403508771928,2
99,76,168,12,0.24034607799478339,0.2441860465116279,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,0,False,0,0.26773566569484936,0.24034607799478339,0.2441860465116279,2
100,59,198,12,0.24034607799478339,0.32142857142857145,False,True,False,False,False,False,True,True,False,True,False,False,False,True,True,0,True,0,0.33125,0.24034607799478339,0.32142857142857145,2
101,30,152,10,0.2904309545875811,0.27419354838709675,False,False,False,False,False,True,True,True,False,True,False,True,False,False,True,0,False,0,0.33037744429286037,0.2904309545875811,0.27419354838709675,0
102,43,155,16,0.25025641025641027,0.24603174603174602,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,0,False,0,0.2688543465745538,0.25025641025641027,0.24603174603174602,2
103,51,157,16,0.25025641025641027,0.24603174603174602,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,0,False,0,0.2688543465745538,0.25025641025641027,0.24603174603174602,2
104,38,183,23,0.24034607799478339,0.18956043956043955,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,False,0,0.27708095781071834,0.24034607799478339,0.18956043956043955,1
105,29,170,3,0.2904309545875811,0.35342465753424657,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,0,True,0,0.26083163710380924,0.2904309545875811,0.35342465753424657,0
106,17,152,22,0.2904309545875811,0.35342465753424657,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,0,True,1,0.2920634920634921,0.2904309545875811,0.35342465753424657,0
107,64,165,10,0.2904309545875811,0.2550607287449393,False,False,False,False,True,False,True,True,False,True,False,False,False,True,True,0,False,0,0.1898635477582846,0.2904309545875811,0.2550607287449393,2
108,35,183,4,0.3320644691018061,0.4095940959409594,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,False,0,0.3719599427753934,0.3320644691018061,0.4095940959409594,2
109,21,163,4,0.1811695835111897,0.1022964509394572,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,0,False,0,0.3405735976381274,0.1811695835111897,0.1022964509394572,1
110,20,173,2,0.24034607799478339,0.2542372881355932,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.26083163710380924,0.24034607799478339,0.2542372881355932,1
111,36,190,14,0.24034607799478339,0.2297872340425532,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,False,0,0.26083163710380924,0.24034607799478339,0.2297872340425532,2
112,19,185,4,0.3320644691018061,0.4250681198910082,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,0,False,0,0.3719599427753934,0.3320644691018061,0.4250681198910082,0
113,28,183,19,0.3320644691018061,0.39337474120082816,False,False,False,False,False,True,True,True,False,True,False,True,False,False,True,0,False,0,0.27708095781071834,0.3320644691018061,0.39337474120082816,0
114,25,168,9,0.3320644691018061,0.296655879180151,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.3320644691018061,0.296655879180151,0
115,27,168,13,0.3320644691018061,0.20132013201320131,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,0,False,0,0.3405735976381274,0.3320644691018061,0.20132013201320131,0
116,31,168,8,0.24034607799478339,0.27230046948356806,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,True,0,0.31875,0.24034607799478339,0.27230046948356806,2
117,35,175,10,0.24034607799478339,0.23426573426573427,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,False,0,0.33037744429286037,0.24034607799478339,0.23426573426573427,2
118,27,180,23,0.3320644691018061,0.4590818363273453,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,True,0,0.26083163710380924,0.3320644691018061,0.4590818363273453,0
119,51,185,4,0.3320644691018061,0.5304347826086957,False,False,False,False,True,False,True,True,False,True,False,False,False,True,True,0,False,0,0.26083163710380924,0.3320644691018061,0.5304347826086957,2
120,41,180,12,0.3320644691018061,0.4129032258064516,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,0,False,0,0.33037744429286037,0.3320644691018061,0.4129032258064516,2
121,28,183,22,0.3320644691018061,0.4095940959409594,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.3719599427753934,0.3320644691018061,0.4095940959409594,0
122,14,155,18,0.3320644691018061,0.27768595041322314,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,0,True,1,0.26083163710380924,0.3320644691018061,0.27768595041322314,0
123,18,173,16,0.3320644691018061,0.30434782608695654,False,True,False,False,False,False,True,False,True,True,True,False,False,False,True,0,False,0,0.15730337078651685,0.3320644691018061,0.30434782608695654,0
124,17,170,21,0.1811695835111897,0.1824623560673162,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,0,True,1,0.3405735976381274,0.1811695835111897,0.1824623560673162,1
125,15,188,21,0.1811695835111897,0.1824623560673162,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,0,True,1,0.3405735976381274,0.1811695835111897,0.1824623560673162,1
126,22,152,18,0.1811695835111897,0.2119205298013245,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,0,False,0,0.33125,0.1811695835111897,0.2119205298013245,1
127,18,175,6,0.24034607799478339,0.16470588235294117,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,0,False,0,0.1898635477582846,0.24034607799478339,0.16470588235294117,1
128,17,175,6,0.24034607799478339,0.16470588235294117,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,0,False,1,0.1898635477582846,0.24034607799478339,0.16470588235294117,1
129,50,183,1,0.24034607799478339,0.1959544879898862,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,0,False,0,0.1898635477582846,0.24034607799478339,0.1959544879898862,3
130,25,175,0,0.24034607799478339,0.1959544879898862,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,0,False,0,0.1898635477582846,0.24034607799478339,0.1959544879898862,3
131,34,183,2,0.2904309545875811,0.35342465753424657,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,0,False,0,0.15730337078651685,0.2904309545875811,0.35342465753424657,2
132,26,170,13,0.24034607799478339,0.2188679245283019,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,0,False,0,0.3405735976381274,0.24034607799478339,0.2188679245283019,1
133,22,173,12,0.24034607799478339,0.3338815789473684,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,0,False,0,0.33037744429286037,0.24034607799478339,0.3338815789473684,0
134,46,188,2,0.24034607799478339,0.20918367346938777,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,0,False,0,0.22429906542056074,0.24034607799478339,0.20918367346938777,2
135,36,175,2,0.24034607799478339,0.20918367346938777,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,0,False,0,0.22429906542056074,0.24034607799478339,0.20918367346938777,2
136,30,170,10,0.1811695835111897,0.10372881355932204,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.33037744429286037,0.1811695835111897,0.10372881355932204,1
137,40,173,0,0.1811695835111897,0.15023474178403756,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,0,True,0,0.1898635477582846,0.1811695835111897,0.15023474178403756,3
138,16,173,17,0.1811695835111897,0.27586206896551724,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,0,False,1,0.26083163710380924,0.1811695835111897,0.27586206896551724,1
139,16,173,17,0.1811695835111897,0.27586206896551724,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,0,False,1,0.26083163710380924,0.1811695835111897,0.27586206896551724,1
140,18,175,14,0.2904309545875811,0.30158730158730157,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,0,False,0,0.3405735976381274,0.2904309545875811,0.30158730158730157,0
141,19,180,14,0.2904309545875811,0.30158730158730157,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,0,False,0,0.3405735976381274,0.2904309545875811,0.30158730158730157,0
142,35,190,13,0.2904309545875811,0.22522522522522523,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,0,False,0,0.33037744429286037,0.2904309545875811,0.22522522522522523,2
143,35,170,13,0.2904309545875811,0.2550607287449393,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,0,True,0,0.1898635477582846,0.2904309545875811,0.2550607287449393,2
144,40,168,13,0.2904309545875811,0.2550607287449393,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,0,True,0,0.1898635477582846,0.2904309545875811,0.2550607287449393,2
145,42,170,16,0.25025641025641027,0.27522935779816515,False,False,False,False,False,True,True,True,False,True,False,False,True,False,True,0,False,0,0.1898635477582846,0.25025641025641027,0.27522935779816515,2
146,59,155,21,0.3320644691018061,0.2905982905982906,False,False,True,False,False,False,True,True,False,True,False,False,False,True,True,0,False,0,0.1898635477582846,0.3320644691018061,0.2905982905982906,2
147,18,175,20,0.3320644691018061,0.2905982905982906,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,0,False,0,0.31875,0.3320644691018061,0.2905982905982906,0
148,58,168,1,0.3320644691018061,0.4590818363273453,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,0,False,0,0.26083163710380924,0.3320644691018061,0.4590818363273453,2
